codigo_inmueble,sector,barrio,estrato,valor_arriendo,valor_administracion,area_construida,area_privada,antiguedad,habitaciones,banos,parqueadero,url
164-M3691680,Nicolás de Federmán,Nicolas De Federman,4,1300000,200000,30,30,Remodelado,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-campin-occidental-1-habitaciones-1-banos/164-M3691680
304-M3165651,Chicó,Los Rosales,6,20000000,2337616,212.98,198.56,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/304-M3165651
164-M3680385,Country,La Carolina,6,6000000,,100,100,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-2-banos-1-garajes/164-M3680385
698-M4488068,La Soledad,La Magdalena,4,4530000,,146,145,Remodelado,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-magdalena-2-habitaciones-1-banos-1-garajes/698-M4488068
13036-M4171182,Chicó,El Nogal,6,3700000,1000000,120,120,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-2-habitaciones-3-banos-2-garajes/13036-M4171182
464-M4391417,Country,Bella Suiza Usaquen,5,3500000,800000,92,92,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bella-suiza-2-habitaciones-2-banos-2-garajes/464-M4391417
12037-M4339543,Chicó,Chico Virrey,6,4000000,500000,90,90,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-2-banos-2-garajes/12037-M4339543
438-M4432989,Country,Plenitud,6,3500000,,73,73,Más de 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-1-habitaciones-2-banos-1-garajes/438-M4432989
15954-M4486608,Chapinero Alto,Emaus Rosales,5,2600000,,50,50,Entre 10 y 20 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-emaus-1-habitaciones-1-banos/15954-M4486608
533-M4412797,Santa Bárbara,Santa Barbara Occidental,5,4500000,10000,117,117,Entre 10 y 20 años,1,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-1-habitaciones-3-banos-2-garajes/533-M4412797
9859-M4340747,Centro Nariño,Gran America,4,3000000,460000,66,66,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-gran-america-1-habitaciones-1-banos-1-garajes/9859-M4340747
5586-M3082123,Chicó,Rosales Bella Vista,6,8225000,1275000,150,150,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-porciuncula-2-habitaciones-3-banos-2-garajes/5586-M3082123
4186-M4436232,Chicó,Los Rosales,6,7500000,,125,125,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-2-garajes/4186-M4436232
9859-M4340641,Centro Nariño,Gran America,4,1450000,350000,35,35,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-gran-america-1-habitaciones-1-banos-1-garajes/9859-M4340641
800-M3664809,Chapinero Alto,Chapinero Alto,5,5400000,,118,118,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-emaus-2-habitaciones-3-banos-2-garajes/800-M3664809
2501-M4054404,Country,Barrio La Carolina,6,4100000,480000,95,95,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-1-habitaciones-2-banos-1-garajes/2501-M4054404
3312-M4486557,Cedritos,Cedritos Contador Nuevo Contry,4,1800000,282000,50,50,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-1-habitaciones-2-banos-1-garajes/3312-M4486557
800-M3666730,Chicó,Chico Reservado,6,8000000,,100,100,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/800-M3666730
5031-10486,Chicó,Chico,6,4000000,,79,0,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/5031-10486
462-M4481528,Country,Recodo Del Country,5,3100000,800000,120,120,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-foledo-2-habitaciones-3-banos-2-garajes/462-M4481528
17-M4173175,Bogotá D.C.,,6,17000000,,320,320,Entre 5 y 10 años,2,3,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-2-habitaciones-3-banos-4-garajes/17-M4173175
73-M4240456,Chapinero Alto,Chapinero Alto,4,2040000,460000,54.7,54.7,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-maria-cristina-1-habitaciones-2-banos-2-garajes/73-M4240456
73-M4434686,Chapinero Alto,Los Rosales,6,8000000,2000000,262,262,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-acacias-2-habitaciones-3-banos-2-garajes/73-M4434686
73-M4434680,Chicó,Los Rosales,6,5000000,1300000,110,110,Más de 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-1-garajes/73-M4434680
2529-M4485904,Santa Bárbara,Santa Barbara Alta Usaquen,6,2500000,609000,80.93,73.55,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-2-banos-1-garajes/2529-M4485904
73-M3878021,Bogotá D.C.,Chico Norte Iii,5,3722000,592800,89.85,89.85,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-2-garajes/73-M3878021
73-M3878103,Bogotá D.C.,Chico Norte Iii,5,3995000,644000,89.09,89.09,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-2-garajes/73-M3878103
73-M3878615,Bogotá D.C.,Chico Norte Iii,5,3900000,676000,91.85,91.85,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-1-garajes/73-M3878615
2266-M4187047,Santa Bárbara,Santa Barbara,6,7500000,,182,182,Entre 10 y 20 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-mochuelo-norte-2-habitaciones-3-banos-3-garajes/2266-M4187047
2266-M4259518,Santa Bárbara,Santa Barbara,6,6500000,,182,182,Entre 10 y 20 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-mochuelo-norte-2-habitaciones-3-banos-3-garajes/2266-M4259518
258-M4434340,Country,La Carolina Usaquen,6,5600000,520000,100,100,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-2-banos-1-garajes/258-M4434340
73-M3878242,Bogotá D.C.,Chico Norte Iii,5,3900000,676000,92.24,92.24,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-1-garajes/73-M3878242
73-M3878191,Bogotá D.C.,Chico Norte Iii,5,3804000,644000,88.94,88.94,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-1-garajes/73-M3878191
73-M3910594,Bogotá D.C.,Chico Norte Iii,5,3804000,644000,89.06,89.06,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-2-garajes/73-M3910594
73-M4107612,Chicó,Los Rosales,6,6900000,1100000,145,145,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-2-garajes/73-M4107612
5175-M4486446,Chicó,Los Rosales,6,7500000,1232000,92,92,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-1-habitaciones-2-banos-1-garajes/5175-M4486446
2529-M4485876,Chicó,El Chico,6,5000000,1200000,131,128,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/2529-M4485876
603-M4491313,Santa Bárbara,Santa Paula,6,3500000,,92,92,Más de 20 años,2,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-2-habitaciones-4-banos-2-garajes/603-M4491313
3858-M3271549,Country,Lisboa,5,1900000,420000,78,78,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-lisboa-2-habitaciones-2-banos-2-garajes/3858-M3271549
212-186379,Chicó,El Chico,6,12250000,,90,90,Entre 5 y 10 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-1-garajes/212-186379
73-M3910894,Bogotá D.C.,Chico Norte Iii,5,3804000,644000,88.94,88.94,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-2-garajes/73-M3910894
34-M2865520,Chicó,El Refugio,6,9000000,983000,155,155,Entre 10 y 20 años,2,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-refugio-2-habitaciones-4-banos-2-garajes/34-M2865520
73-M3910528,Bogotá D.C.,Chico Norte Iii,5,3900000,676000,92.24,92.24,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-2-garajes/73-M3910528
164-M4435766,Santa Bárbara,Rincon Del Chico,5,3200000,,87,87,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-2-habitaciones-2-banos-1-garajes/164-M4435766
3702-M4239238,Chicó,Chico Museo,6,7850000,1500000,135,135,Remodelado,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/3702-M4239238
73-M4157298,Cedritos,Villas Del Mediterraneo Usaquen,4,1430000,,41,41,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-villa-magdala-1-habitaciones-1-banos/73-M4157298
73-M3890262,Bogotá D.C.,Chico Norte Iii,5,4100000,676000,89.09,89.09,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-2-garajes/73-M3890262
518-M4164261,Chicó,Chico Museo,6,8400000,,120,120,Remodelado,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/518-M4164261
73-M4434307,Chicó,Los Rosales,5,7072000,828000,105,105,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-2-banos-2-garajes/73-M4434307
34-M3278723,Santa Bárbara,San Patricio,5,2450000,,55.5,51.89,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-2-banos-1-garajes/34-M3278723
34-M3278702,Santa Bárbara,San Patricio,5,2450000,,55.5,51.89,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-2-banos-1-garajes/34-M3278702
34-M3278750,Santa Bárbara,San Patricio,5,2450000,,55.5,51.89,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-2-banos-1-garajes/34-M3278750
411-M4059064,Country,La Carolina,6,3900000,300000,65,65,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-2-habitaciones-2-banos-1-garajes/411-M4059064
2379-M4385537,Centro Internacional,Centro Internacional,4,1753393,354388,46.7,42,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-samper-1-habitaciones-1-banos-1-garajes/2379-M4385537
3424-M4064102,Chapinero Alto,Chapinero Alto,4,2100000,,60,60,Más de 20 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-maria-cristina-2-habitaciones-1-banos/3424-M4064102
10858-M4486696,Chapinero Alto,Maria Cristina,5,2300000,250000,51,51,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chapinero-norte-1-habitaciones-2-banos-1-garajes/10858-M4486696
411-M4434497,Santa Bárbara,Santa Barbara,5,3500000,,54.74,54.74,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-1-habitaciones-2-banos-1-garajes/411-M4434497
9947-M4053190,Chicó,Chico,6,10851000,,144,144,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-cabrera-2-habitaciones-3-banos-2-garajes/9947-M4053190
11049-M3266956,Santa Bárbara,Santa Barbara,6,3000000,500000,72,72,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-2-banos-2-garajes/11049-M3266956
11049-M4173434,Santa Bárbara,Santa Barbara Central,6,3500000,500000,120,120,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-2-banos-2-garajes/11049-M4173434
13076-M4435037,Santa Bárbara,Molinos Norte,6,3043000,257000,24.31,25.31,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-1-habitaciones-1-banos-1-garajes/13076-M4435037
3702-M4228515,Chicó,Chico Museo,6,6300000,1500000,125,125,Remodelado,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/3702-M4228515
13436-M4365115,Cedritos,Cedritos,4,2000000,,70,70,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-2-habitaciones-2-banos-1-garajes/13436-M4365115
2453-M1926392,Cedritos,Cedritos,4,2800000,10000,60,60,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-1-habitaciones-2-banos-1-garajes/2453-M1926392
2453-M1947261,Cedritos,Cedritos,4,2800000,10000,60,60,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-1-habitaciones-2-banos-1-garajes/2453-M1947261
4933-M4434236,Cedritos,Villa Magdala,5,1900000,279000,53,53,Más de 20 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-cedro-2-habitaciones-1-banos/4933-M4434236
10538-M4231017,Chicó,El Refugio,6,7300000,,108,108,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-refugio-2-habitaciones-3-banos-2-garajes/10538-M4231017
22-M4486042,Santa Bárbara,Santa Bárbara,6,2350000,550000,65,65,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-1-habitaciones-2-banos-2-garajes/22-M4486042
272-M4434914,Colina y Alrededores,Mazuren,4,1400000,156000,30,30,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-mazuren-1-habitaciones-1-banos/272-M4434914
851-M2597500,Chicó,Chico Reservado Chico,6,8500000,1000000,140,140,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-2-garajes/851-M2597500
3032-M4434882,Santa Bárbara,El Refugio De San Antonio,5,2280000,330000,120,120,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-occidental-2-habitaciones-2-banos-1-garajes/3032-M4434882
3072-M2704817,Chicó,Santa Maria Reserva Urbana Rosales,6,18000000,2500000,212,212,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/3072-M2704817
16175-M4482253,Castilla Marsella,Ciudad Alsacia,4,3700000,670000,110,110,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-villa-alsacia-2-habitaciones-3-banos-2-garajes/16175-M4482253
15747-M4432006,Chicó,Chico,6,5400000,585000,73,73,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/15747-M4432006
919-M4432039,Santa Bárbara,Chico Navarra,6,2000000,800000,140,70,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-2-banos-1-garajes/919-M4432039
2428-M4432220,Chapinero Alto,Chapinero Marly,4,2500000,,62,62,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-marly-1-habitaciones-2-banos-1-garajes/2428-M4432220
2359-M4485478,Chicó,Las Rosales,6,2986000,1014000,91,83,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-2-banos-2-garajes/2359-M4485478
11633-M4171084,Chicó,El Nogal,6,3700000,1000000,120,120,Remodelado,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-2-habitaciones-3-banos-2-garajes/11633-M4171084
2974-M4435036,Chicó,El Chico,6,8000000,,142,142,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/2974-M4435036
3491-M2900550,Santa Bárbara,San Patricio,6,4000000,772000,58.25,58.25,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-san-patricio-2-habitaciones-2-banos-2-garajes/3491-M2900550
2501-M4239718,Chicó,Chico Autopista,6,3500000,375000,78,78,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-1-garajes/2501-M4239718
330-M4482989,Niza Alhambra,Pasadena,5,2954000,446000,73,73,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-estoril-2-habitaciones-2-banos-1-garajes/330-M4482989
800-M4255291,Santa Bárbara,Chico San Patricio,6,4000000,,115,115,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-3-banos-2-garajes/800-M4255291
800-M3048594,Chicó,Chico,6,5500000,,80,80,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/800-M3048594
4969-M4180501,Santa Bárbara,Sta Paula,6,3000000,450000,60,60,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-1-habitaciones-2-banos-1-garajes/4969-M4180501
800-M4489083,Chicó,Nogal,5,5600000,,120,120,Remodelado,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-2-habitaciones-3-banos-2-garajes/800-M4489083
10139-M4483827,Chicó,El Chico,6,4000000,,60,60,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-2-garajes/10139-M4483827
883-M4489580,Chicó,Parque Virrey,6,3000000,400000,65,60,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-1-banos-1-garajes/883-M4489580
4757-M4264364,Chicó,Chico,6,10000000,1000000,170,170,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/4757-M4264364
2162-M4437085,Country,Conjunto Altos Del Bosque,5,3700000,598000,118,118,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-lisboa-2-habitaciones-2-banos-2-garajes/2162-M4437085
171-M4491101,Chicó,Chico Norte,6,3900000,421100,74.1,68.62,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-1-garajes/171-M4491101
800-M3813038,Chicó,Bellavista Rosales,6,6900000,,123,123,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/800-M3813038
717-M3730360,Chicó,Rosales,6,7000000,,198,198,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-2-garajes/717-M3730360
13955-M4482594,Colina y Alrededores,Mazuren,4,2150000,300000,64,64,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cantalejo-2-habitaciones-2-banos-1-garajes/13955-M4482594
920-M4336501,Chicó,Chico Reservado,6,5500000,,57,57,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-1-habitaciones-2-banos-2-garajes/920-M4336501
